truth_label,test_index,method,truth_u,truth_covariance,u_posterior_mean,covariance_posterior_mean,covariance_error,covariance_posterior_sd,covariance_q05,covariance_q95,covariance_covers90,extremal_ise
low,59,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5066905343960885,0.5035870023787272,0.48742108227847647]","[344.06884929812935,64.78889244982742,190.53016563511918]","[110.00477172178856,74.8412648771417,60.42602099237607]","[78.38969768388638,54.549167426421356,43.96416883435203]","[228.9949851719384,-25.201772509724467,126.37309596954337]","[488.8385730462287,155.96256965013407,272.0358629603473]","[true,true,true]",0.0035057455092724044
low,60,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.4947100513713196,0.4979769235048434,0.5164326491856661]","[338.4453460436325,72.88157875484941,189.0144283666091]","[104.38126846729173,82.9339511821637,58.910283723866]","[77.71974495322655,52.562279730032955,43.55186414803688]","[225.6636993230302,-16.783464486425512,125.17929335281951]","[481.88047275616407,157.20386489023906,270.3848643143206]","[true,true,true]",0.003483937130987576
low,61,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5246142941921134,0.5897157681917379,0.44855586216345916]","[353.19350166355724,55.5918503393699,213.80739216850904]","[119.12942408721645,65.64422276668418,83.70324752576593]","[81.41771542455194,57.2178886701214,42.9902502535537]","[231.03257046810546,-35.378552635573875,143.79771703680228]","[497.8612393996424,153.24128600340188,286.96561750661084]","[true,true,false]",0.004873661172384099
low,62,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.472053022491854,0.5379950921955402,0.5122295840592557]","[328.00718788352873,72.27526092832328,199.72834487270276]","[93.94311030718794,82.32763335563756,69.62420022995965]","[76.43719150903884,53.66039272305695,44.62782646574015]","[219.89346106297393,-20.98720729946193,131.69914862537632]","[472.20239524059906,157.93967734819753,279.1078437484358]","[true,true,false]",0.0037046432529688218
low,63,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5087340954345296,0.5332264473003336,0.49095486161430574]","[345.0152119029709,67.20316178128273,198.18701743791266]","[110.95113432663013,77.25553420859701,68.08287279516955]","[78.3408694062752,54.72016209670683,43.34690779696287]","[229.24149539627365,-23.812062631200373,131.01483134221922]","[489.0841939372958,156.46136293434276,275.571729419052]","[true,true,false]",0.003934441455692853
low,64,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.49195881466007185,0.501026668504391,0.48680357355983467]","[337.15615398957294,63.77322324542333,189.71103811410646]","[103.09207641323215,73.82559567273762,59.60689347136335]","[77.64422905958385,52.69860702563686,43.13836510157361]","[226.0544894487526,-23.658748582078875,126.08574231956396]","[481.938466986042,150.5771040042574,269.3529652030561]","[true,true,true]",0.003340744507677596
low,65,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.4986907468741003,0.5189897790903593,0.5030257989093989]","[340.181576552753,69.82342963603851,194.43879858050104]","[106.11749897641218,79.8758020633528,64.33465393775793]","[77.6045320444482,53.29646352185151,43.466848562914386]","[227.94897537159633,-20.53749283902339,129.29341786287273]","[486.1244082733791,155.6151074189965,272.3844007204899]","[true,true,true]",0.0037016727079216788
low,66,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5049830946762489,0.5013531058440768,0.5294647075814791]","[343.3391020173839,77.29255145392126,189.78600669122775]","[109.27502444104309,87.34492388123554,59.681862048484646]","[78.67199215113432,52.589430649189616,43.03016053117748]","[229.9099305961573,-15.07337686972025,126.1253478135722]","[488.1651128745829,158.66968285645072,270.42464225778605]","[true,true,true]",0.0036860163567179857
low,67,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.49406914747859526,0.5136400570588304,0.4848658846435087]","[338.0806892906447,63.392686286180584,193.18957497849226]","[104.01661171430393,73.44505871349487,63.08543033574915]","[77.33281848904797,53.85059040866573,44.159432419183275]","[224.92905674959493,-25.234657748842242,127.43585279853288]","[480.5243251178057,150.78521548395366,274.0353896505461]","[true,true,true]",0.003486108982449186
low,68,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.4866317989559806,0.5202930589906064,0.5115187090676855]","[334.4072954779949,71.98838032358151,194.92088458269845]","[100.34321790165413,82.04075275089579,64.81673993995534]","[76.07140449194856,53.946400597630806,44.165776660546754]","[224.854704770009,-18.632375251863152,128.76970405832458]","[476.168090420325,157.27514566535388,275.5465702671551]","[true,true,true]",0.003616203092283139
low,69,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.49060391020640454,0.5241198910151664,0.5033870858788377]","[336.5422590616185,69.91794633607208,195.8480247925516]","[102.4781814852777,79.97031876338636,65.74388014980849]","[77.57915930754767,53.749754200992314,43.73153195027139]","[225.3060974789337,-21.33605171167658,129.40539662441378]","[479.5118636799047,155.1494239135903,275.16167136905665]","[true,true,true]",0.003676156129002059
low,70,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5009224754770409,0.4938602398099191,0.4954980489306079]","[341.35531023591903,66.17214146572448,188.03874293394276]","[107.29123265957824,76.22451389303876,57.93459829119965]","[78.11256143618692,53.56397407193298,43.943085083074386]","[227.49141745402892,-24.584151100659632,125.23513883689071]","[487.24089609411436,149.95743097061086,271.5462048997334]","[true,true,true]",0.0033621004133565155
low,71,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5289173190800298,0.4923617179517372,0.500272644386252]","[354.76120383126016,69.19933410448452,187.5448431525974]","[120.69712625491937,79.2517065317988,57.440698509854286]","[79.39742649427059,53.96449783675336,43.26049476631932]","[235.0481780998933,-21.86935710624546,124.52693009742207]","[498.41910609840846,155.8071553718511,267.69854054050734]","[false,true,true]",0.003674950734722977
low,72,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5084610791470838,0.48550167970487035,0.505805410092676]","[345.09888618134556,69.42740642824266,185.73521706747633]","[111.03480860500477,79.47977885555694,55.63107242473322]","[79.43226544460808,53.615456978460514,42.853173979268874]","[228.12626865364598,-21.577788377092478,124.32530054074516]","[493.22961444742117,156.10616087240382,265.6307163396166]","[true,true,true]",0.003401347684632233
low,73,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5117696072195121,0.4924258609713501,0.5164591083506083]","[346.72334168301353,73.39262908329464,187.7605631892311]","[112.65926410667274,83.44500151060892,57.656418546488]","[79.84969830360838,52.943547124715074,44.29064273623334]","[230.43721794550885,-17.763102184413363,124.5956189173494]","[494.79054655373375,156.21552659720172,272.00561254658174]","[true,true,true]",0.003589564705295766
low,74,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5065308399655982,0.5341446206231536,0.4940305417057093]","[343.60190942682146,67.91518222292115,198.4799218068132]","[109.53783185048067,77.96755465023543,68.37577716407009]","[76.43683430034514,53.988839175647634,43.554986236295925]","[229.65528053944976,-23.424948478263193,130.98036083736812]","[486.13412883015684,152.87810770266685,275.9989040331585]","[true,true,false]",0.003939353656371815
low,75,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.49271815674054503,0.4927906584629731,0.5068533213223985]","[337.264962506955,69.6648168840786,187.55829924654378]","[103.2008849306142,79.71718931139289,57.454154603800674]","[76.48415358470301,52.831282283188145,42.96984219533116]","[225.83872601801363,-17.48031101320238,125.27837984508261]","[479.4229144820179,155.23873900274577,268.44980114204765]","[true,true,true]",0.0033494633481667133
low,76,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5043208141315773,0.4999355405583844,0.5001807559237855]","[343.05862873259287,68.33729074202259,189.6469268366507]","[108.99455115625207,78.38966316933687,59.542782193907584]","[78.72352232043767,53.39261263473966,44.110172968793805]","[227.46183611574534,-23.352126689639437,125.28915904668335]","[491.074222473079,154.51269404993437,271.5995960977644]","[true,true,true]",0.003512063281686797
low,77,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.4946809655992321,0.49526824146330717,0.516766989816425]","[338.38706222499127,72.42430080109925,188.3323879658232]","[104.32298464865048,82.47667322841353,58.22824332308008]","[77.7965163743032,52.61857012306483,43.53607505099421]","[227.42307807768063,-20.786356687584806,125.29422692958559]","[484.2867973568445,156.88663741201637,269.2299235010352]","[true,true,true]",0.0034448040061581513
low,78,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5006627963574802,0.505362177684225,0.4949438156694756]","[341.203470769927,66.77981691686107,190.94212629516394]","[107.13939319358619,76.83218934417535,60.83798165242084]","[77.96436699205339,53.32815035473602,43.73732979537752]","[226.0408598400291,-22.87773520528397,126.7291969797828]","[485.789719430072,152.5145726074845,272.72557811736505]","[true,true,true]",0.0035133984744526443
low,79,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5023901281459893,0.5055357879552665,0.5048848716867446]","[342.10844719433584,70.08182104686314,190.9719899591083]","[108.04436961799505,80.13419347417742,60.86784531636519]","[78.47537517394113,53.565532123681145,43.62341143548595]","[226.78814906198468,-20.688476769380383,126.36727012684393]","[486.69769196749075,155.69384970186593,271.1970288932705]","[true,true,true]",0.0035753433886829
low,80,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5002756551905805,0.49766357672128714,0.4893370070828096]","[341.1327714049343,64.90991714039212,188.7878442222591]","[107.06869382859352,74.9622895677064,58.683699579516]","[78.24942733523596,53.449993124484706,42.93269154475618]","[224.87673592707424,-24.571341142187123,126.18680730081198]","[485.9969633877519,151.7526518713086,269.44682718049944]","[true,true,true]",0.0033908356702318627
low,81,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5049994176737723,0.49254611322701813,0.48581909744056956]","[343.6442640912984,63.48994423045512,187.52402430629704]","[109.5801865149576,73.5423166577694,57.41987966355393]","[80.06939338813244,53.6093921309872,42.95791182429811]","[227.96434642261602,-25.54225098059235,125.37347295331573]","[491.7333563605787,150.23273251712158,268.9285954174401]","[true,true,true]",0.00334939429232874
low,82,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.49226098861946294,0.529786365877505,0.5089610619398671]","[337.34003963969474,71.71738521954563,197.16874650491712]","[103.27596206335394,81.76975764685992,67.06460186217402]","[77.98960021436373,53.84091902966,42.85854267023666]","[224.93890684402731,-18.375019851632715,130.9013990757832]","[485.10434506822924,157.0113088935867,274.37680881506293]","[true,true,false]",0.0037796352898968513
low,83,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.49060337919047886,0.49028196152228454,0.5184082889483216]","[336.1685013775945,72.48115293967648,187.08826365766433]","[102.10442380125372,82.53352536699076,56.98411901492122]","[75.89475985760912,51.73034517689209,43.66745618787306]","[225.0833794961324,-17.16468995463107,124.76811762094388]","[478.0082843395267,153.31677219690144,270.32368043070744]","[true,true,true]",0.003375205706462469
low,84,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.489119587017713,0.5086550875857865,0.5073095885375624]","[335.91225602677093,70.1279562574676,191.96736334183254]","[101.84817845043014,80.18032868478188,61.86321869908943]","[77.87362257071544,53.226370093728924,44.52757664278617]","[223.96333483358734,-19.750413110066834,127.10685078886343]","[479.9494908715719,156.54220145438427,275.56028884191704]","[true,true,true]",0.0034891572898171175
low,85,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.4950750432466094,0.4935925216956436,0.543948587497787]","[338.42563258871235,80.67662465631587,187.65733094883942]","[104.36155501237155,90.72899708363015,57.55318630609631]","[76.85752151705576,51.47283253310885,42.32647082670758]","[224.76167958115673,-11.227446433995189,125.4813699790968]","[481.91823315897716,158.63425102935898,266.13375817677155]","[true,true,true]",0.003609111271511352
low,86,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5289341913264644,0.4914201906850258,0.4919921793098954]","[354.97985934605884,66.50475257470902,187.24789271961205]","[120.91578176971805,76.5571250020233,57.143748076868945]","[80.21588034031727,53.387708171043286,43.116826032676485]","[231.54728597360554,-23.67952515963381,125.18514913873742]","[498.68978669870376,152.84881127844588,268.3148417644153]","[true,true,true]",0.0036381728909153244
low,87,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.5114777943016867,0.5071654945607464,0.4887569260773876]","[346.4990712293212,65.60526345754897,191.4098857721429]","[112.43499365298041,75.65763588486325,61.30574112939979]","[79.2840445971022,53.428725270217036,43.65476245591977]","[229.31260454406112,-25.542580304335754,126.97256513804894]","[490.73960575910303,152.6632320892068,270.3073307258895]","[true,true,true]",0.0036276770076743986
low,88,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.4997584784429676,0.49653608186403114,0.49128024414386556]","[340.9554983848001,65.2173672935806,188.5415868639766]","[106.89142080845929,75.26973972089488,58.43744222123348]","[78.67961836887763,52.675606435332575,43.0627670124115]","[227.31076121585735,-22.396084721386387,126.47693328101614]","[485.07288905857763,150.37006067677254,269.1008179053835]","[true,true,true]",0.003388249923641876
low,89,Raw-data NPE,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.47488519210617486,0.5003684019820946,0.525188828856901]","[329.0584417367728,74.26084264640814,189.6574235790772]","[94.99436416043201,84.31321507372242,59.553278936334095]","[75.72293896936209,52.33318811439416,43.617956156868395]","[221.75101165969824,-16.017413465863108,125.93306357716467]","[474.38181341649937,155.50629795893408,269.02005063974536]","[true,true,true]",0.0033615311976716426
